spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms,artist,song,album_name,lang,genres,tags
0d28khcov6AiegSCpG5TuT,77.0,2005,0.818,0.705,6.0,1.0,0.772,0.5704293483406957,222640,Gorillaz,Feel Good Inc,Demon Days,en,"electronic,rock,electronic","alternative,electronic,hip-hop,rock,gorillaz,alternative,electronic,hip-hop"
0d28khcov6AiegSCpG5TuT,77.0,2005,0.818,0.705,6.0,1.0,0.772,0.5704293483406957,222640,Gorillaz,Feel Good Inc.,Demon Days,en,"electronic,rock","alternative,electronic,hip-hop,rock,gorillaz"
0d28khcov6AiegSCpG5TuT,77.0,2005,0.818,0.705,6.0,1.0,0.772,0.5704293483406957,222640,Gorillaz,Demon Days,Demon Days,en,electronic,"alternative,electronic,gorillaz,indie"
1eeQoBQzElzDNVcNm5h0uY,29.0,2001,0.8220000000000001,0.701,6.0,0.0,0.7829999999999999,0.41172402152299475,243800,India.Arie,Part Of My Life,Acoustic Soul,en,soul,"neo-soul,soul,female vocalists,india arie"
4RB3bUNQugfmInfNAO1Cqa,3.0,2016,0.8079999999999999,0.7090000000000001,9.0,0.0,0.757,0.5640317328316241,185410,El Guincho,Pelo Rapado,Hiperasia,es,"experimental,electronic","experimental,2016,electronic,spanish,tropicalia,psychedelic"
1wxjIhZIcFq3Rrk0zsxHp8,55.0,2018,0.82,0.723,10.0,0.0,0.785,0.3951700884715298,201227,Ozuna,Aunque Me Porte Mal,Aura,es,reggaeton,"reggaeton,puerto rico"
4d0vE1xdSwNlOXsZOJXjJv,26.0,2017,0.8170000000000001,0.711,1.0,1.0,0.789,0.4940531817227453,264612,Laurel Halo,Moontalk,Dust,en,"electronic,experimental,abstract","electronic,experimental,abstract,sun and moon and stars and outer space,sun and moon and stars and outer"
38casNXY2G39SZRUjALtcY,37.0,2011,0.818,0.71,10.0,1.0,0.7909999999999999,0.6009394696648456,216547,Britney Spears,How I Roll,Femme Fatale (Deluxe Version),en,"pop,electronic,electropop","pop,electronic,kick,electropop,bloodshy and avant,idm"
2YJCB6vdjfN4Rbso39FHDx,28.0,2018,0.823,0.682,8.0,1.0,0.7759999999999999,0.33955941260503164,191688,Marco Mengoni,Buena Vida,Buena Vida,es,"pop,italian pop","pop,italian,x factor,italian pop,italians do it better"
3xNAK5ySZSApBOI3rIgBMW,38.0,2016,0.8079999999999999,0.716,9.0,0.0,0.752,0.3910038163382091,226356,Rebeca Lane,"Libre, Atrevida y Loca",Alma Mestiza,es,rap,"guatemala,hip-hop,guatemala,hip-hop,rap"
5TqGFc7FMRYzWgKXOkf62a,37.0,1998,0.8170000000000001,0.728,7.0,1.0,0.787,0.39779253446849155,243040,Primus,Shake Hands With Beef,Brown Album,en,"funk metal,alternative rock","funk metal,alternative rock,1997"
6JNJERZGJwDVgkmbohBw7u,67.0,1984,0.8140000000000001,0.6859999999999999,6.0,0.0,0.779,0.4391876592713964,246440,Laura Branigan,Self Control,Self Control,en,pop,"80s,pop,female vocalists,dance"
3cZWdFQxRaAoJr0W6c4VKc,12.0,2001,0.809,0.728,11.0,0.0,0.7809999999999999,0.49736314495909895,214600,Emma Bunton,She Was a Friend of Mine,A Girl Like Me,en,pop,"pop,emma bunton"
3zBuFkWwxbraG7ZlsNc9Hr,49.0,2017,0.8190000000000001,0.736,1.0,1.0,0.778,0.5354359559165592,199067,Leikeli47,Attitude,Wash & Set,en,rap,"1-14-19,rap,all,hip-hop"
09dLgc8kXAmD96NaGYR25u,23.0,2011,0.7979999999999999,0.723,9.0,1.0,0.762,0.5230894636953846,244667,Jennifer Lopez,Good Hit,LOVE? (Deluxe Edition),en,pop,"pop,dance,jennifer lopez,sexy"
1VZLEW5ZfcAbKZ94XQiSZF,59.0,2016,0.8270000000000001,0.6729999999999999,5.0,0.0,0.779,0.321144654450542,85754,Frank Ocean,Close To You,Blonde,en,"electronic,experimental,soul","electronic,alternative,experimental,perfect,alternative rnb,rnb,soul,hip-hop"
3hJLKtTpgct9Y9wKww0BiR,63.0,1978,0.8029999999999999,0.725,9.0,0.0,0.785,0.4516206057562072,288667,The Rolling Stones,Miss You - Remastered,Some Girls,en,classic rock,"1978,classic rock,genre: hard rock,70s classic rock,genre: disco"
7oY2906MviwUEFIF3DskB2,41.0,1999,0.8240000000000001,0.688,8.0,1.0,0.745,0.420365331016908,209493,Moby,Honey,Play & Play: The B Sides,en,"electronic,electronica","electronic,dance,electronica,alternative"
