song,genre,tempo_librosa,tempo_autocorr,confidence
blues.00000.wav,blues,123.046875,63.02400914634146,1.481487512588501
blues.00001.wav,blues,67.99958881578948,67.99958881578948,2.0028271675109863
blues.00002.wav,blues,161.4990234375,161.4990234375,1.9498403072357178
blues.00003.wav,blues,63.02400914634146,63.02400914634146,1.7497113943099976
blues.00004.wav,blues,135.99917763157896,135.99917763157896,1.9637953042984009
blues.00005.wav,blues,69.83741554054055,69.83741554054055,2.2518301010131836
blues.00006.wav,blues,71.77734375,71.77734375,2.383026123046875
blues.00007.wav,blues,92.28515625,92.28515625,1.9430471658706665
blues.00008.wav,blues,83.35433467741936,83.35433467741936,1.5697903633117676
blues.00009.wav,blues,80.74951171875,83.35433467741936,1.1851847171783447
blues.00010.wav,blues,161.4990234375,161.4990234375,3.2406389713287354
blues.00011.wav,blues,161.4990234375,56.17357336956522,1.8807318210601807
blues.00012.wav,blues,184.5703125,184.5703125,1.9141279458999634
blues.00013.wav,blues,107.666015625,215.33203125,1.4272797107696533
blues.00014.wav,blues,151.99908088235293,151.99908088235293,1.433207392692566
blues.00015.wav,blues,103.359375,99.38401442307692,1.4098026752471924
blues.00016.wav,blues,198.76802884615384,198.76802884615384,1.3304593563079834
blues.00017.wav,blues,172.265625,172.265625,1.7387148141860962
blues.00018.wav,blues,83.35433467741936,83.35433467741936,1.2157974243164062
blues.00019.wav,blues,123.046875,123.046875,1.7148488759994507
blues.00020.wav,blues,135.99917763157896,135.99917763157896,1.3989509344100952
blues.00021.wav,blues,99.38401442307692,99.38401442307692,1.6454888582229614
blues.00022.wav,blues,95.703125,95.703125,1.789528489112854
blues.00023.wav,blues,184.5703125,184.5703125,1.504583477973938
blues.00024.wav,blues,103.359375,103.359375,1.7328567504882812
blues.00025.wav,blues,92.28515625,198.76802884615384,1.687778353691101
blues.00026.wav,blues,83.35433467741936,83.35433467741936,1.8847373723983765
blues.00027.wav,blues,92.28515625,95.703125,1.193658471107483
blues.00028.wav,blues,103.359375,51.6796875,1.6025415658950806
blues.00029.wav,blues,129.19921875,129.19921875,1.6160374879837036
blues.00030.wav,blues,151.99908088235293,151.99908088235293,1.192630410194397
blues.00031.wav,blues,151.99908088235293,151.99908088235293,1.3127481937408447
blues.00032.wav,blues,143.5546875,135.99917763157896,1.4731779098510742
blues.00033.wav,blues,151.99908088235293,151.99908088235293,1.3599425554275513
blues.00034.wav,blues,184.5703125,184.5703125,1.5982847213745117
blues.00035.wav,blues,129.19921875,129.19921875,1.2660939693450928
blues.00036.wav,blues,151.99908088235293,151.99908088235293,1.3693742752075195
blues.00037.wav,blues,123.046875,78.30255681818181,2.328824043273926
blues.00038.wav,blues,86.1328125,86.1328125,1.4685568809509277
blues.00039.wav,blues,117.45383522727273,117.45383522727273,1.5555487871170044
blues.00040.wav,blues,172.265625,172.265625,1.4112745523452759
blues.00041.wav,blues,129.19921875,129.19921875,1.066705346107483
blues.00042.wav,blues,89.10290948275862,60.09265988372093,1.2490780353546143
blues.00043.wav,blues,129.19921875,64.599609375,1.2866122722625732
blues.00044.wav,blues,135.99917763157896,135.99917763157896,1.1976186037063599
blues.00045.wav,blues,129.19921875,129.19921875,1.055647850036621
blues.00046.wav,blues,123.046875,61.5234375,1.6436823606491089
blues.00047.wav,blues,151.99908088235293,151.99908088235293,1.048351764678955
blues.00048.wav,blues,123.046875,123.046875,1.089963436126709
